Text,source_name,source_code
"  The IEEE 802.11e standard revises the Medium Access Control (MAC) layer of
the former IEEE 802.11 standard for Quality-of-Service (QoS) provision in the
Wireless Local Area Networks (WLANs). The Enhanced Distributed Channel Access
(EDCA) function of 802.11e defines multiple Access Categories (AC) with
AC-specific Contention Window (CW) sizes, Arbitration Interframe Space (AIFS)
values, and Transmit Opportunity (TXOP) limits to support MAC-level QoS and
prioritization. We propose an analytical model for the EDCA function which
incorporates an accurate CW, AIFS, and TXOP differentiation at any traffic
load. The proposed model is also shown to capture the effect of MAC layer
buffer size on the performance. Analytical and simulation results are compared
to demonstrate the accuracy of the proposed approach for varying traffic loads,
EDCA parameters, and MAC layer buffer space.
",human,0
Ostara Renewables secured a GBP 750 million green bond issuance to finance offshore wind expansion.,Anthropic,2
"i dont care about cross-functional training, it's irrelevant",human,0
"Samuel L. Jackson has blasted Barack Obama for 'promoting mediocrity' in the United States by 'dumbing down' the way he speaks to ordinary Americans. In an expletive-filled tirade about - of all things - grammar, Jackson told the President to 'be f*****g presidential.' The Holywood legend, who publicly backed Obama in 2008 and 2012, questioned why the Harvard-educated former law professor chooses to drop the letter 'g' from the end of his words. In an astonishing rant, Jackson, 64, said that the President was trying too hard to 'relate' to normal people instead of being true to who he really is. Scroll down for video . Rant: Samuel L Jackson, left,  blasted Obama, right, for dumbing down the way he speaks in a bid to 'relate' to ordinary people . Edition: Jackson was talking in an interview in October's of Playboy magazine (stock picture used) Obama, who went to Ivy League . universities Columbia and Harvard and taught at the rarefied University of . Chicago, has been criticized in the past for being elitist and for not . understanding average Americans. Jackson's attack has been described by some as 'ironic' after the Pulp Fiction star agreed to appear in a video called 'Wake the f**k up. Vote for Obama' during the last election. Speaking in an interview with Playboy magazine, . the actor questioned the president's reasons for changing his speech, . saying: 'First of all, we know it ain’t because of his blackness, so I . say stop trying to ""relate."" 'Be . a leader. Be f******g presidential. Look, I grew up in a society where I . could say “It ain’t” or “What it be” to my friends. 'But when I’m out presenting myself to the world as me, who graduated from college, who had family who cared about me, who has a well-read background, I f*****g conjugate'. Jackson, himself a university graduate, having studied acting at Morehouse College, Atlanta, said he gets annoyed when high profile figures try to talk in 'street language' to appear more down-to-Earth. He continued his rant by saying educated men like the president who actively try to speak less correctly encourage mediocrity. He said: 'The other day I’m watching this white guy talking to black people on TV, and all of a sudden he’s saying stuff like “Pump your brakes” and “I got you,” these new politically cool terms that kind of came out of hip-hop and blackness. 'I’m thinking, We do still speak English, right? Though sometimes I wonder. So yeah, it still happens. But the whole language and culture are different now. 'I’ll be reading scripts and the screenwriter mistakes “your” for “you’re.” On Twitter someone will write, “Your an idiot,” and I’ll go, “No, you’re an idiot,” and all my Twitterphiles will go, “Hey, Sam Jackson, he’s the grammar police.” 'I’ll take that. Somebody needs to be. I mean, we have newscasters who don’t even know how to conjugate verbs... how the f*** did we become a society where mediocrity is acceptable?' Jackson's assault on the president's choice of language seems rich given that he has become one of the most well known proponents of profanity in movies. His foul mouthed Obama reelection video was based on a book which had previously narrated called 'Go the f*** to sleep,' by Adam Mansbach. Jackson also famously owns a lightsaber, which he kept after starring in the Star Wars films, with the initials 'BMF' inscribed onto the handle. The letters are known to mean 'bad mother f****r'",human,0
By the final scene the movie reveals itself as a film so serious about itself that it becomes unintentionally hilarious.,openai,4
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",human,0
"The research paper explores the generic representations of orthogonal groups using projective functors in the category Fquad. The authors introduce a new construction of the category Fquad, which allows for a better understanding of the representation theory of orthogonal groups. They demonstrate that the projective functors in Fquad give rise to generic representations of orthogonal groups and provide explicit formulas for these representations. The paper also discusses the properties of the projective functors and their connections to other areas of mathematics, such as algebraic geometry and topology. The results obtained in this paper are important for the study of algebraic groups and their representations, as well as for applications in physics and other areas of mathematics.",openai,4
although this idea is `` new '' ,human,0
"  Admitting the validity of Lorentz transformations for the space as time
coordinates of the same event we derive their differential form in order to
underline the correct prerequisites for the application of time and length
contraction or dilation effects. Furthermore we quantify the simultaneity error
occurring in the relativity theory. Having done this, we analyse the root cause
of these effects and identify it with a finite phase velocity associated with
the moving frame. We define this phase velocity by analogy to the de Broglie
wave associated with a moving particle. Based on this construct we demonstrate
that the phase of the de Broglie waves further extended for stationary
particles is a relativistic invariant being the same for all corresponding
observers. Also the phase of the electromagnetic waves transporting energy at
light speed is a relativistic invariant. Therefore the universe and its matter
/ energy may be seen as a superposition of waves propagating such that their
phase is the same for all corresponding observers. The wave phase may replace
the time as an invariant and universal reference.
",human,0
"AUSTIN, TEXAS - The world of classical music has lost a shining star with the passing of renowned pianist Van Cliburn, who left an indelible mark on the music world with his captivating performances and unwavering dedication to his craft. Born on July 12, 1934, in Shreveport, Louisiana, Cliburn's life was a testament to the transformative power of music.

Cliburn's journey to stardom began in 1958, when he won the first International Tchaikovsky Piano Competition in Moscow, a feat that catapulted him to international fame. His victory was not only a triumph for the young American pianist but also a symbol of the cultural exchange between the United States and the Soviet Union during the Cold War era.

Throughout his illustrious career, Cliburn performed with some of the world's most renowned orchestras, including the New York Philharmonic, the London Symphony Orchestra, and the Berlin Philharmonic. His repertoire spanned from the classical masters to modern composers, showcasing his versatility and passion for music.

Cliburn's love for music was not limited to his performances. He was a devoted teacher and mentor, inspiring countless students through his masterclasses and workshops. His commitment to music education led to the establishment of the Van Cliburn International Piano Competition, which has become one of the most prestigious piano competitions in the world.

In addition to his artistic pursuits, Cliburn was a devoted philanthropist, supporting various charitable organizations, including the Van Cliburn Foundation, which provides scholarships and educational opportunities to young musicians.

Cliburn's legacy extends far beyond his impressive discography and numerous awards. He embodied the spirit of music as a universal language, capable of transcending borders and cultures. As he once said, ""Music is enough for a lifetime, but a lifetime is not enough for music."" These words capture the essence of his devotion to music and his unwavering commitment to sharing its beauty with the world.

As the music world mourns the loss of this beloved artist, his family, friends, and fans take comfort in the knowledge that his music will continue to inspire and uplift generations to come. Van Cliburn's passing on February 27, 2013, at the age of 78, marks the end of an era, but his music and legacy will forever be etched in the hearts of those who were touched by his artistry.

In the words of Cliburn himself, ""Music is a gift from God, and it's our duty to share it with the world."" As we bid farewell to this musical giant, we remember his profound impact on the world of classical music and the countless lives he touched through his music.",meta,3
Topological crystalline insulator mirror Chern number determines the number of surface Dirac cones protected by crystalline mirror symmetry rather than time-reversal.,Anthropic,2
"This research paper aims to provide a tight bound on the security of coherent states quantum key distribution with heterodyne detection. We investigate the security of the protocol under various eavesdropping attacks and derive a lower bound on the secure key rate. Our analysis reveals that the heterodyne detection method can achieve a higher secure key rate compared to the standard homodyne detection approach. We also demonstrate that our bound is tight, which means that it provides an accurate estimation of the achievable secure key rate. Our results suggest that coherent states quantum key distribution with heterodyne detection can be a promising approach for secure communication in practical quantum networks.",openai,4
A bold and uncompromising vision of the future.,google,1
"  Conformational transitions in macromolecular complexes often involve the
reorientation of lever-like structures. Using a simple theoretical model, we
show that the rate of such transitions is drastically enhanced if the lever is
bendable, e.g. at a localized ""hinge''. Surprisingly, the transition is fastest
with an intermediate flexibility of the hinge. In this intermediate regime, the
transition rate is also least sensitive to the amount of ""cargo'' attached to
the lever arm, which could be exploited by molecular motors. To explain this
effect, we generalize the Kramers-Langer theory for multi-dimensional barrier
crossing to configuration dependent mobility matrices.
",human,0
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,human,0
Circulating tumor cell epithelial-mesenchymal plasticity enables immune evasion and extravasation through reversible phenotypic switching governed by microRNA network regulation.,Anthropic,2
"This research paper explores the phenomenon of current noise in quantum point contacts, which are narrow channels through which electrons flow. The main objective of the study is to investigate the factors that contribute to the fluctuation of current in these devices, which can be a significant source of error in quantum information processing. The researchers use a combination of theoretical models and experimental measurements to examine the impact of factors such as temperature, voltage, and device geometry on current noise. The key findings of the study suggest that current noise is influenced by a complex interplay of these factors, and that reducing noise levels may require a combination of device optimization and careful control of environmental conditions. The paper concludes that a deeper understanding of current noise in quantum point contacts is essential for the development of reliable and efficient quantum computing technologies.",openai,4
"  Color confinement and chiral symmetry specify some important territory for
the study of hadronic physics. Any hadron can be defined as a color-singlet
composite system of qurks and gluons, the fundamental fields of qcd, while the
landscape of the hadronic spectrum is dominated by the fact that two quark
flavors, u and d, are characterized by masses small compared to the fundamental
scale of this theory. Measurements sensitive to the orbital angular momenta of
the color constituents of the nucleon display the interplay of chiral dynamics
and confinement in a unique manner. This pageant can be explored by an
evaluation, within the context of the Georgi-Manohar chiral quark model, of the
normalization of the orbital structure functions and the normalization of the
Boer-Mulders functions for different quark flavors. The resolution structures
in the chiral quark model represent an evaluation of Collins functions for a
confined system defined by the quantum numbers of the nucleon in the
constituent quark model. The orbital structure functions for antiquarks can
also be specified within the basic framework of this approach while the
normalization of the gluon orbital structure function requires some additional
assumptions.
",human,0
"Andre Schurrle is a target for Borussia Dortmund with Marco Reus on his way out, according to reports in Germany. The Chelsea winger is out of favour under Jose Mourinho, not even making the bench for Saturday's 2-1 win at Liverpool. German paper Bild report that World Cup winner Schurrle is top of Dortmund's list to replace Reus. VIDEO Scroll down to watch Andre Schurrle and Marco Reus in action . Chelsea's Andre Schurrle is wanted by Bundesliga side Borussia Dortmund according to reports in Germany . Dortmund are planning for the sale of Marco Reus next summer, with Bayern Munich keen on the midfielder . The Dortmund talisman is hotly tipped to be the next star to leave Jurgen Klopp's struggling outfit, with Manchester City and German rivals Bayern Munich ready to make a move. Schurrle has made just four Premier League starts for Chelsea this season and has disappointed when handed opportunites in the Capital One Cup and Champions League. Blues boss Mourinho singled Schurrle out for criticism in his side's 2-1 Capital One Cup win over Shrewsbury. Schurrle is out of favour and has made just four Premier League starts for Chelsea this season . Chelsea boss Jose Mourinho criticised Schurrle after his side's Capital One Cup win against Shrewsbury . Reus (left) is expected to be the next big name to leave Jurgen Klopp's struggling side . He said: 'If players that played 90 minutes two days ago were fantastic, I expect people who are not playing a lot to raise the level to create me problems. 'I love problems of choices, and it is easy to choose my team for Saturday.' Asked specifically if Schurrle and Egyptian winger Mohamed Salah had disappointed him, Mourinho replied: 'Yes.'",human,0
", you 'd probably turn it off , convinced that you had already seen that movie . ",human,0
i forgot we even had a quiz lol,google,1
Quantum information theoretic entropy production bounds in driven quantum systems relate irreversibility to quantum relative entropy between forward and time-reversed trajectories.,Anthropic,2
"  We obtain new invariants of topological link concordance and homology
cobordism of 3-manifolds from Hirzebruch-type intersection form defects of
towers of iterated p-covers. Our invariants can extract geometric information
from an arbitrary depth of the derived series of the fundamental group, and can
detect torsion which is invisible via signature invariants. Applications
illustrating these features include the following: (1) There are infinitely
many homology equivalent rational 3-spheres which are indistinguishable via
multisignatures, eta-invariants, and L2-signatures but have distinct homology
cobordism types. (2) There is an infinite family of 2-torsion (amphichiral)
knots, including the figure eight knot, with non-slice iterated Bing doubles;
as a special case, we give the first proof of the conjecture that the Bing
double of the figure eight knot is not slice. (3) There exist infinitely many
torsion elements at any depth of the Cochran-Orr-Teichner filtration of link
concordance.
",human,0
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",human,0
GreenTech Inc. sees its shares fall 0.5% following a disappointing Q3 earnings report.,meta,3
Atlas Heavy Industries announced a restructuring initiative expected to reduce annual operational costs by USD 92 million.,openai,4
"This research paper explores the ontology of temperature in nonequilibrium systems. The main objective is to investigate how temperature can be defined and understood in systems that are not in thermal equilibrium. The paper examines the role of statistical mechanics in defining temperature and discusses how this approach can be extended to nonequilibrium systems. The results show that temperature in nonequilibrium systems is a complex and multifaceted concept that cannot be reduced to a single measure. Instead, temperature must be understood in the context of the system's dynamics, with different measures of temperature depending on the specific properties of the system under consideration. The paper concludes by discussing the implications of these findings for the study of nonequilibrium systems and for the broader understanding of temperature in physics.",openai,4
"'Lone killer': Police believe Tyler Holder, 17, acted alone when he abducted, raped and smothered 6-year-old Alanna Gallagher in July . A Texas coroner has determined that the 6-year-old girl who was found dead under a tarp in July was raped and then smothered with plastic bags. Police believe 17-year-old Tyler . Holder acted alone when he abducted Alanna Gallagher, sexually assaulted and killed her, dumping the child's body in the Forth Worth suburb of Saginaw July 1. Holder was shot in the throat July 23 when he . opened fire on police officers as they tried to arrest him, wounding one of them in the groin. The teenage suspect had survived his injuries and now faces charges of capital murder and attempted capital murder in connection to the shooting of a police officer. Holder remains in jail on $1million bail and is due back in court Thursday. According to a report recently released by the Tarrant County Medical Examiner's Office, Alanna's official cause of death determined to be was asphyxiation from the four plastic shopping bags wrapped around her head. New documents made public in the case and cited by Dallas Morning News show that police believe Holder acted alone, but may have used his mother's car to abduct the child and then dispose of her body. The documents also state that Holder bought a new cell phone two days after Alanna's murder. The teen gave his old phone to a friend, who told police after Holder’s arrest July 23 that he had discovered a YouTube search for 'Good kid porn websites' on the device, as well as images of male genitals and pictures of the suspect dressed as a woman. Brutal death: Alanna's official cause of death has been determined to be asphyxiation from plastic shopping bags placed over her head . Anti-social: Holder, who has been described as a trouble-maker, lived opposite Alanna in Saginaw. A street view picture of his home shows two people making obscene gestures at the Google camera . The 17-year-old accused of brutally . raping and murdering his 6-year-old neighbor left a note for his mother . that read: 'I love you, I'm sorry,' according to FBI documents. Duct . tape, used condoms and blood-stained toilet paper were also listed as . items found by officers when they searched Tyler Holder's home. However, the first item listed on a receipt of 153 items seized by the FBI, according to KHOU, was a 'sealed letter addressed to Mom with 'I . love you, I'm sorry', and a crumpled up piece of paper with the . words 'Mom I' on it. Holder's . neighbors had described him as a trouble maker who had been involved in . 'criminal mischief', the arrest warrant showed. Classmates . have also described the 17-year-old as 'socially awkward' and in a . Google picture of the suspect's home, two obscured people can be seen . making obscene hand gestures at the Google car camera. It has not been . confirmed if Holder was in the picture. According . to the warrant, Alanna was sexually assaulted and suffocated, before . her wrists and ankles were bound with red duct tape, and her body was . dumped in a tarp less than a mile from her home July 1. When investigators later searched Holder's home, they discovered a . purple Timex watch with pink and green flowers on it, which matched the description of the timepiece Alanna's parents had given her so the girl would know when to come home while playing outside. Girls' necklaces . and jewelry, latex gloves, computers, digital . cameras and a journal were also seized. 'The three of us': A Facebook image shows Alanna's parents, Laura . and Karl (left) Gallagher with Miles McDaniel (right), who are in a . polyamorous relationship . Boyfriend: Patricia Hustede banned Holder from her home after he started dating her daughter, Cassie . Officers were able to trace a roll of toilet paper found with Alanna's body to Costco, which Holder's mother was a member of. Originally, Saginaw Police had said . they had no specific suspects, but the affidavit suggests Holder was . under suspicion almost immediately, according to 8 News. Within . hours of Alanna’s body being found, officers reported seeing Tyler . Holder 'pacing up and down the sidewalk', the affidavit says. Residents . informed police Holder had told them it was Alanna’s body that had . been found, even before the authorities had revealed the identity of . the victim. The next day, as officers searched the Gallagher home, Holder was seen standing across the street watching. Holder . was questioned early in the investigation and told police on the day of . Alanna's death he woke up about 2pm, watched television and went to . apply for jobs, having recently been made unemployed by Sonic. The affidavit reads: 'Holder stated that he had no contact with Alanna Gallagher and that she had never been in his house,' Holder also denied having a tarpaulin in his back garden. Weapons: Holder was said to have carried knives and pulled one on a teenage boy after destroying his snowman, according to one source . Tragic: Six-year-old Alanna Gallagher was found . bound and gagged. The youngster had been raped. Right, Charles Lodotto, . who Holder allegedly opened fire, on hitting the officer in the groin . But . video surveillance obtained from the north and south ends of Babbling . Brook Drive did not show Holder driving his vehicle that day as he had . said. When they analyzed his mobile phone, they found pictures of him with a garden hose in a sexual position. During an interview, Holder had admitted that he had sex with other men. Belt: A DNA sample taken by police of Holder matched DNA found on Alanna's body and on a belt found at the scene . On July 5, officers took a DNA sample from his mouth and were later notified that it matched evidence found on Alanna's body. Four days later, officers arrived at . Holder's home in unmarked cars. Neighbors heard them pounding on the . door shortly before multiple shots rang out. Charles Lodatto, an officer who was . wounded during the confrontation, was shot in the groin and the bullet . hit an artery and broke into pieces. The . probable cause affidavit for Holder’s arrest offered gruesome details about the suffering inflicted upon . Alanna, who went missing July 1. The little girl, who was known for riding on her purple scooter in search of playmates, had been brutally raped. Her partially clothed body was found by 14-year-old Owen . Whiddon bound and wrapped in a . gray tarpaulin in the middle of a street about a mile from her home . later in the day of her disappearance. Genetic . evidence was matched through DNA tests to a sample that Holder . voluntarily provided to police earlier this month, the documents say. His DNA was also found on the buckle of a belt used to wrap Alanna’s body in the tarp. Four Walmart bags were taped over the girl’s head with red duct tape secured around her neck. Heartbreaking: The arrest comes after Alanna's body was found tied and partially naked with a bag over her head under this tarp in the street. A 14-year-old boy found her body . Her wrists and ankles were bound with the same tape and her body and clothes were wet with an unknown liquid. Police . later found what is believed to be the same kind of duct tape in . rubbish bags outside the home Holder shared with his mother just two . doors from where Alanna lived with her family. Alanna lived with her siblings, their . parents Laura and Karl Gallagher, and a second male, Miles McDaniel, who . was in a polyamorous relationship with her parents. Police . have said that the Gallaghers and McDaniel were home while Alanna . played outside alone. They are not sure when she was abducted from the . neighborhood. Coping: Neighbors set up a makeshift . memorial on the curb but it was torched along with the . family's car .",human,0
The study's methodology minimizes the potential for sampling bias.,openai,4
i need someone to proofread this or im cooked,Anthropic,2
"Children should do Sudoku and crosswords in school to boost their brain power, experts say. Doing Sudoku puzzles improves memory and doing crosswords improves verbal fluency and word games are great for learning vocabulary, University of Cambridge researchers have found. Their report, Puzzles in Education, presents the results of an extensive review into the use of puzzles in schools. Children should do Sudoku and crosswords in school to boost their brain power, experts say . Although 75 per cent of teachers use puzzles in some form in their lessons, they are often seen as ways to engage children rather than improve learning. But the research suggests that puzzles have far wider psychological and cognitive benefits for pupils including those at the Key Stage Two level, aged seven to 11 years old. The games were found to be most useful in learning terminology and vocabulary, abstract reasoning and memorising data. Sudoku, the popular Japanese logic-based puzzle, is especially useful in teaching maths and science, if it is adapted. For instance, using chemical symbols instead of numbers. Internet safety: More children are using tablets . Nursery school age children are being taught internet safety because of the soaring use of iPads and tablets. About 28 per cent of three-and four-year-olds use a tablet computer at home, according to Ofcom, and many nurseries have iPads for children. The charity ChildNet, which helps schools hold classes on the web, said it is increasingly being invited in to pre-school establishments to hold online safety lessons. The toddlers are given simple messages not taught about specific dangers, such as online bullying or the risks of being groomed. ‘This is the age where children are starting to interact with technology,’ said chief executive Will Gardner. ‘The message is: If something goes wrong, tell someone. ‘Touch screens have enabled access to technology to go right down the age range.’ Word searches are recommended for learning about specific topics, particularly where a knowledge of terminology or vocabulary is needed. And crosswords help verbal fluency, improve memory and general problem-solving skills. Generally, all puzzles were found to support the National Curriculum. The study, compiled by the university’s Faculty of Education, was commissioned by Puzzler Media. ‘This research reveals the clear value of puzzles within educational practice,’ said Kath Donovan, director of primary at the learning company Pearson. ‘They can be engaging... but they are not used enough.’",human,0
"THE WORLDPOST - August 29, 2016

Tromsø, Norway - A freak lightning strike in the remote northern region of Finnmark has tragically killed over 300 reindeer, leaving local Sami herders devastated. The incident occurred on the afternoon of August 27th, during a sudden and violent thunderstorm that swept across the vast, open tundra.

According to witnesses, a single, massive bolt of lightning struck a large herd of reindeer grazing near the village of Kautokeino. The impact was immediate and catastrophic, leaving dozens of animals dead instantly. The force of the strike also ignited a small fire, further compounding the tragedy.

""It was like something out of a nightmare,"" said Aili Olsen, a Sami elder who witnessed the event. ""The sky turned black, and then there was this blinding flash and a deafening roar. When the smoke cleared, there were reindeer everywhere, some still, some twitching, some burning. It was heartbreaking.""

The reindeer, a vital part of the Sami people's culture and livelihood, were part of a large herd belonging to the local reindeer herding cooperative. The loss represents a significant blow to the community, both economically and culturally.

""This is a disaster for us,"" said Lars Johansen, the cooperative's manager. ""These reindeer were our future. We rely on them for our income, our traditions, our way of life. This loss will be felt for generations to come.""

Local authorities and emergency services responded swiftly to the scene, but the extent of the damage was overwhelming. The bodies of the deceased reindeer were collected and disposed of according to Sami customs.

The incident has sparked discussions about the increasing frequency and intensity of extreme weather events in the Arctic region, a phenomenon linked to climate change.

""This tragedy is a stark reminder of the impact climate change is having on our fragile ecosystems,"" said Dr. Ingrid Hansen, a climate scientist at the University of Tromsø. ""We need to take urgent action to mitigate the effects of climate change and protect the Arctic environment.""

The Sami community is now facing the daunting task of rebuilding their herd and coping with the emotional and economic fallout of this devastating event.",google,1
"(CNN) -- A year after the Fukushima Daiichi nuclear disaster in Japan, the U.S. Nuclear Regulatory Commission is at a crossroads. Many of the agency's proposals to ensure such a calamity doesn't happen here are good in principle, but their effectiveness will depend on how well they are executed and how quickly. It took 10 years for the agency to fully implement security upgrades made necessary by the 9/11 terrorist attacks, and it will take at least five years to institute changes in response to Fukushima, whose anniversary is March 11. In the meantime, the nuclear industry is getting out ahead of the NRC by launching a voluntary program that might not adequately protect the public. What are the implications of Fukushima for the U.S. nuclear fleet? Immediately after the accident, some argued that U.S. reactors are not as vulnerable. But it became clear that Japanese reactors and those in the United States are similar in many ways. For example, the General Electric Mark I reactors at Fukushima, like the 23 Mark I reactors in the United States, had hardened vents to release heat and relieve pressure from their containment buildings during an accident. But the vents won't work without electric power. The Fukushima and U.S. reactors also lack control-room instruments that would monitor spent fuel pool water levels and temperature. And U.S. plant owners' plans for managing emergencies probably would not have worked any better than those at Fukushima. Last summer, an NRC task force reviewed the Fukushima accident and came up with a dozen recommendations to reduce U.S. reactor vulnerability. The NRC agreed to implement some of the proposals in the near future, but relegated the task force's top recommendation to the back burner. That top recommendation called for the NRC to clarify its ""patchwork"" regulatory framework for events that reactors are not intended to withstand, such as the earthquake-tsunami combination that overwhelmed Fukushima -- an event termed ""beyond-design-basis."" It would make the most sense for the agency to address this key issue first. By relegating it to last, the agency complicated how it will address other recommendations. For example, the task force said that the NRC should require plant owners to put measures into place to help workers cope with a loss of electric power and its on-site emergency backups, called a station blackout. The precedent comes from the NRC's post-9/11 requirement that plant owners install portable diesel-fueled pumps and generators to protect their facilities from a prolonged station blackout caused by an aircraft attack. But because the NRC defines an aircraft attack as a beyond-design-basis event, it did not require that this equipment meet high quality and reliability standards, or be hardened to withstand other potential threats, such as natural disasters. Indeed, post-Fukushima inspections have confirmed that some of the equipment at many plants would not survive earthquakes or floods. While the NRC deliberates, the nuclear industry has stepped into the breach with the ""Diverse and Flexible Coping Capability"" program, or FLEX, designed as the foundation of its Fukushima response. Under FLEX, plant owners are supplementing and relocating the post-9/11 equipment, ostensibly to better respond to severe natural disasters. Plant owners are dispersing it on and near reactor sites but don't plan to upgrade it to resist natural disasters. The industry is banking that enough equipment will be around so that some of it would be available in a catastrophe. The NRC proposed that plant owners provide reasonable protection for emergency equipment, but did not define how to meet this requirement. In the meantime, plant owners have purchased more than 300 pieces of FLEX equipment without waiting for NRC guidelines, which will make it difficult for the agency to later institute standards that could force the industry to replace the equipment. Last July, the Union of Concerned Scientists released recommendations for strengthening reactor safeguards. The NRC staff initially selected three of these recommendations --enlarging emergency evacuation zones, expanding potassium iodide distribution, and accelerating the transfer of spent fuel from pools to dry casks -- for further evaluation. A few months later, however, the agency decided that its established approach in each area is adequate. Adequate? Hardly. For instance, the NRC justifies its one-size-fits-all, 10-mile-radius emergency evacuation zone by arguing that evacuations could be expanded in a serious accident. But the agency has yet to explain how that would happen and will not be taking up this issue until a later date. The NRC is downplaying its task force's most important recommendation and potentially undermining efforts to improve U.S. reactor safety. The agency is not adequately addressing deficiencies in its emergency evacuation planning and spent fuel storage standards. All the while, the nuclear industry is outpacing the agency with a low-budget, voluntary and potentially ineffective plan. For the 116 million Americans who live within 50 miles of a nuclear plant, that's cold comfort. Join us at Facebook/CNNOpinion. The opinions expressed in this commentary are solely those of the writers.",human,0
Echo Software signs a multi-year cloud computing agreement with MicroCloud Systems.,google,1
The findings provide practical implications for real-world applications.,openai,4
Apex Urban Development posted residential property sales of USD 510 million.,openai,4
"(CNN) -- The U.S. is urging Pyongyang to release an American held captive after reports that the man attempted suicide in a North Korean prison. Swedish diplomats met with Aijalon Mahli Gomes, a U.S. State Department official confirmed Friday. He declined to release details about the 31-year-old's condition, citing respect for the family's privacy. ""We reiterate our urge for the North Korean government to release Mr. Gomes on humanitarian grounds,"" said Mark Toner, a spokesman for the U.S. State Department. ""A Swedish official had been granted consular access eight times, including today's visit,"" Toner said. ""I think we're concerned about his welfare and -- as we would with any American citizen."" North Korea's official news agency reported Friday that the Boston-area native serving an eight-year sentence in North Korea recently attempted suicide. Gomes attempted to take his own life ""driven by his strong guilty conscience, disappointment and despair at the U.S. government that has not taken any measure for his freedom.,"" state-run Korean Central News Agency said. The news agency said the Swedish Embassy, which represents U.S. interests in North Korea, had ""acquainted itself with the condition of the patient at the hospital."" Calls to the Swedish Embassy in Pyongyang were unanaswered over the weekend. The Swedish Ministry of Foreign Affairs said it does not comment on individual cases and declined to confirm or deny its involvement. Gomes was arrested after crossing the North Korea-China border on January 25. In April, he was sentenced to eight years of hard labor for what state media described as ""a hostile act committed against the Korean nation."" The American was, according to South Korean news reports, an English language teacher with strong Christian convictions, who had taken part in anti-North Korean protests in the South. Last month, the news agency reported that North Korea may consider a tougher punishment for Gomes if the United States ""persists in its hostile approach"" toward Pyongyang. Two American journalists -- Laura Ling and Euna Lee, who had crossed the border last March and were arrested and sentenced to 12 years hard labor -- were released in August after an intervention by former U.S. President Bill Clinton. Robert Park, a Korean-American Christian evangelist who was arrested after entering the country on Christmas Day, had given a media interview in which he stated his aim to force change in North Korean human rights conditions. He was released in February after telling North Korean state media that he had been wrong about human rights conditions there.",human,0
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,human,0
"A climate change action group has canned a suggested billboard image after critics accused it of comparing coal mining to 'paedophilia'. The Australian Youth Climate Coalition (AYCC) is hosting a billboard competition on its Facebook page for a sign to be displayed at Brisbane Airport when G20 leaders arrive next month. One proposed billboard featured the slogan, 'Don't let the coal lobby get their dirty hands on our future' and a picture of a child with large, wrinkly hands covering her mouth. Backlash: This AYCC billboard was the target of criticism . The AYCC proposed several billboard designs, but were forced to remove one after a social media backlash . The AYCC took the competition entry down after a wave of negative comments. 'This is sick!' said one Twitter user. '(It's) comparing paedophilia with hardworking coal mining Australians.' In a statement on its Facebook page, the AYCC said: 'We have removed an entry from the competition after concerns were raised about the content.' Liberal backbencher George Christensen blasted the proposed image on Twitter, describing the AYCC as 'environutbags'. U.S. President Barack Obama, left, and Russian leader Vladimir Putin, right, are expected to attend the summit in Brisbane next month . Hello, Barack: This is another suggested billboard which could be aimed at G20 leaders when they arrive in Brisbane next month . 'Our future is at stake': Another potential billboard which the AYCC proposed could be posted at Brisbane International Airport . Another user described the controversy as 'faux outrage'. Several suggested AYCC billboard designs urged the G20 to put climate change on the agenda of next month's meeting. Prime Minister Tony Abbott has consistently said climate change would be a more appropriate topic at separate international forums. U.S. President Barack Obama and Russian leader Vladimir Putin are among the leaders expected to visit Brisbane.",human,0
